,instant_x,dteday,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,instant_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
5243,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5244,3,0,8,9,0,4,1,1,0.72,0.6515,0.39,0.2239,31,166,197
5244,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5245,3,0,8,10,0,4,1,1,0.74,0.6515,0.37,0.2537,36,96,132
5245,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5246,3,0,8,11,0,4,1,1,0.76,0.6667,0.35,0.2537,59,128,187
5246,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5247,3,0,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,50,164,214
5247,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5248,3,0,8,13,0,4,1,1,0.76,0.6667,0.31,0.2239,51,166,217
5248,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5249,3,0,8,14,0,4,1,1,0.8,0.697,0.29,0.0,39,103,142
5249,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5250,3,0,8,15,0,4,1,1,0.8,0.697,0.29,0.2985,52,126,178
5250,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5251,3,0,8,16,0,4,1,1,0.8,0.697,0.27,0.194,57,241,298
5251,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5252,3,0,8,17,0,4,1,1,0.8,0.697,0.29,0.2537,96,486,582
5252,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5253,3,0,8,18,0,4,1,1,0.78,0.6818,0.29,0.0896,74,497,571
5253,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5254,3,0,8,19,0,4,1,1,0.74,0.6515,0.35,0.194,48,323,371
5254,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5255,3,0,8,20,0,4,1,1,0.72,0.6515,0.37,0.1343,56,232,288
5255,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5256,3,0,8,21,0,4,1,1,0.7,0.6515,0.48,0.0896,35,171,206
5256,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5257,3,0,8,22,0,4,1,1,0.7,0.6515,0.48,0.0,34,123,157
5257,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,5258,3,0,8,23,0,4,1,1,0.66,0.6212,0.5,0.1642,22,105,127
5258,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5259,3,0,8,0,0,5,1,1,0.64,0.6212,0.53,0.1642,12,53,65
5259,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5260,3,0,8,1,0,5,1,1,0.64,0.6212,0.53,0.1343,4,19,23
5260,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5261,3,0,8,2,0,5,1,1,0.62,0.6212,0.57,0.194,0,15,15
5261,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5262,3,0,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,0,9,9
5262,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5263,3,0,8,4,0,5,1,1,0.62,0.6212,0.53,0.1343,0,5,5
5263,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5264,3,0,8,5,0,5,1,1,0.6,0.6212,0.56,0.1343,2,24,26
5264,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5265,3,0,8,6,0,5,1,1,0.62,0.6212,0.5,0.1343,3,73,76
5265,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5266,3,0,8,7,0,5,1,1,0.64,0.6212,0.44,0.1642,17,247,264
5266,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5267,3,0,8,8,0,5,1,1,0.68,0.6364,0.39,0.2239,29,397,426
5267,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5268,3,0,8,9,0,5,1,1,0.72,0.6515,0.34,0.1343,27,178,205
5268,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5269,3,0,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,44,86,130
5269,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5270,3,0,8,11,0,5,1,1,0.76,0.6667,0.29,0.0,48,108,156
5270,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5271,3,0,8,12,0,5,1,1,0.8,0.697,0.27,0.0,55,167,222
5271,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5272,3,0,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,74,179,253
5272,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5273,3,0,8,14,0,5,1,1,0.8,0.697,0.29,0.194,51,135,186
5273,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5274,3,0,8,15,0,5,1,1,0.8,0.697,0.29,0.1642,59,190,249
5274,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5275,3,0,8,16,0,5,1,1,0.82,0.7121,0.28,0.0,68,266,334
5275,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5276,3,0,8,17,0,5,1,1,0.82,0.7121,0.26,0.0,93,423,516
5276,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5277,3,0,8,18,0,5,1,1,0.76,0.6818,0.4,0.2985,89,376,465
5277,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5278,3,0,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,101,284,385
5278,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5279,3,0,8,20,0,5,1,1,0.72,0.6515,0.42,0.2239,77,210,287
5279,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5280,3,0,8,21,0,5,1,1,0.7,0.6515,0.48,0.1343,73,153,226
5280,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5281,3,0,8,22,0,5,1,1,0.68,0.6364,0.51,0.0,74,157,231
5281,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5282,3,0,8,23,0,5,1,1,0.68,0.6364,0.51,0.0,51,100,151
5282,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5283,3,0,8,0,0,6,0,1,0.68,0.6364,0.51,0.1045,15,69,84
5283,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5284,3,0,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,64,77
5284,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5285,3,0,8,2,0,6,0,1,0.68,0.6364,0.57,0.0,16,58,74
5285,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5286,3,0,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343,9,18,27
5286,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5287,3,0,8,4,0,6,0,2,0.64,0.6061,0.73,0.1343,5,5,10
5287,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5288,3,0,8,5,0,6,0,1,0.64,0.6061,0.73,0.1045,3,15,18
5288,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5289,3,0,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,19,22
5289,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5290,3,0,8,7,0,6,0,2,0.66,0.6212,0.74,0.194,10,34,44
5290,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5291,3,0,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,28,90,118
5291,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5292,3,0,8,9,0,6,0,2,0.7,0.6667,0.74,0.1642,70,138,208
5292,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5293,3,0,8,10,0,6,0,2,0.72,0.697,0.74,0.2239,97,163,260
5293,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5294,3,0,8,11,0,6,0,2,0.74,0.697,0.7,0.194,122,192,314
5294,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5295,3,0,8,12,0,6,0,2,0.66,0.5909,0.89,0.1642,175,246,421
5295,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5296,3,0,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,92,153
5296,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5297,3,0,8,14,0,6,0,1,0.74,0.697,0.7,0.2537,113,146,259
5297,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5298,3,0,8,15,0,6,0,3,0.68,0.6364,0.79,0.3582,150,208,358
5298,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5299,3,0,8,16,0,6,0,2,0.7,0.6667,0.74,0.2836,148,133,281
5299,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5300,3,0,8,17,0,6,0,2,0.72,0.697,0.74,0.2537,97,172,269
5300,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5301,3,0,8,18,0,6,0,1,0.7,0.6667,0.74,0.2239,123,169,292
5301,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5302,3,0,8,19,0,6,0,2,0.68,0.6364,0.79,0.2836,67,170,237
5302,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5303,3,0,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239,78,105,183
5303,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5304,3,0,8,21,0,6,0,2,0.68,0.6364,0.83,0.3881,40,127,167
5304,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5305,3,0,8,22,0,6,0,2,0.68,0.6364,0.83,0.3881,36,118,154
5305,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,5306,3,0,8,23,0,6,0,2,0.66,0.6061,0.83,0.3284,25,95,120
5306,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5307,3,0,8,0,0,0,0,3,0.66,0.6061,0.83,0.2985,19,71,90
5307,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5308,3,0,8,1,0,0,0,3,0.64,0.5758,0.89,0.2239,16,57,73
5308,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5309,3,0,8,2,0,0,0,3,0.64,0.5758,0.89,0.2239,13,49,62
5309,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5310,3,0,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537,5,22,27
5310,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5311,3,0,8,4,0,0,0,3,0.64,0.5606,0.94,0.194,1,2,3
5311,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5312,3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,1,9,10
5312,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5313,3,0,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045,2,4,6
5313,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5314,3,0,8,7,0,0,0,2,0.66,0.5909,0.89,0.194,4,20,24
5314,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5315,3,0,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,20,21,41
5315,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5316,3,0,8,9,0,0,0,3,0.66,0.5909,0.89,0.2836,27,76,103
5316,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5317,3,0,8,10,0,0,0,1,0.7,0.6667,0.79,0.2239,67,116,183
5317,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5318,3,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.194,81,117,198
5318,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5319,3,0,8,12,0,0,0,2,0.7,0.6667,0.79,0.2239,98,183,281
5319,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5320,3,0,8,13,0,0,0,1,0.72,0.697,0.74,0.2537,144,233,377
5320,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5321,3,0,8,14,0,0,0,1,0.74,0.697,0.7,0.194,126,244,370
5321,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5322,3,0,8,15,0,0,0,1,0.74,0.697,0.66,0.194,128,203,331
5322,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5323,3,0,8,16,0,0,0,1,0.74,0.697,0.66,0.1642,116,176,292
5323,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5324,3,0,8,17,0,0,0,1,0.76,0.7121,0.62,0.1343,133,196,329
5324,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5325,3,0,8,18,0,0,0,1,0.74,0.697,0.66,0.1642,125,222,347
5325,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5326,3,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,75,184,259
5326,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5327,3,0,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642,67,126,193
5327,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5328,3,0,8,21,0,0,0,3,0.6,0.5455,0.88,0.4925,51,104,155
5328,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5329,3,0,8,22,0,0,0,3,0.6,0.5455,0.88,0.4925,14,25,39
5329,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,5330,3,0,8,23,0,0,0,3,0.6,0.5606,0.83,0.0,5,22,27
5330,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5331,3,0,8,0,0,1,1,3,0.6,0.5455,0.88,0.0896,7,18,25
5331,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5332,3,0,8,1,0,1,1,2,0.6,0.5455,0.88,0.1343,1,9,10
5332,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5333,3,0,8,2,0,1,1,2,0.6,0.5606,0.83,0.0,0,3,3
5333,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5334,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.194,1,6,7
5334,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5335,3,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5
5335,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5336,3,0,8,5,0,1,1,2,0.6,0.5455,0.88,0.194,3,14,17
5336,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5337,3,0,8,6,0,1,1,1,0.6,0.5455,0.88,0.2537,3,87,90
5337,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5338,3,0,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,10,248,258
5338,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5339,3,0,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,326,355
5339,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5340,3,0,8,9,0,1,1,1,0.64,0.5909,0.78,0.3284,52,170,222
5340,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5341,3,0,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836,54,87,141
5341,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5342,3,0,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,41,112,153
5342,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5343,3,0,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,62,116,178
5343,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5344,3,0,8,13,0,1,1,1,0.78,0.7121,0.52,0.2836,53,140,193
5344,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5345,3,0,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,95,151
5345,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5346,3,0,8,15,0,1,1,3,0.74,0.6818,0.55,0.2985,49,133,182
5346,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5347,3,0,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,225,283
5347,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5348,3,0,8,17,0,1,1,1,0.74,0.6667,0.51,0.2836,59,471,530
5348,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5349,3,0,8,18,0,1,1,1,0.7,0.6515,0.65,0.194,70,413,483
5349,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5350,3,0,8,19,0,1,1,1,0.7,0.6515,0.65,0.0,54,343,397
5350,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5351,3,0,8,20,0,1,1,1,0.66,0.6212,0.74,0.1343,45,240,285
5351,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5352,3,0,8,21,0,1,1,1,0.66,0.6212,0.65,0.194,34,150,184
5352,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5353,3,0,8,22,0,1,1,1,0.66,0.6212,0.69,0.2537,22,76,98
5353,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,5354,3,0,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239,11,77,88
5354,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5355,3,0,8,0,0,2,1,1,0.64,0.6061,0.69,0.1045,8,23,31
5355,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5356,3,0,8,1,0,2,1,1,0.64,0.6061,0.69,0.1642,4,12,16
5356,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5357,3,0,8,2,0,2,1,1,0.62,0.5909,0.73,0.2239,1,3,4
5357,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5358,3,0,8,3,0,2,1,1,0.62,0.5909,0.73,0.2239,1,5,6
5358,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5359,3,0,8,4,0,2,1,1,0.64,0.6061,0.69,0.2985,0,5,5
5359,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5360,3,0,8,5,0,2,1,1,0.62,0.5909,0.73,0.2836,1,29,30
5360,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5361,3,0,8,6,0,2,1,1,0.62,0.5909,0.73,0.3284,4,115,119
5361,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5362,3,0,8,7,0,2,1,1,0.64,0.6061,0.69,0.2537,18,328,346
5362,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5363,3,0,8,8,0,2,1,1,0.7,0.6515,0.58,0.4478,24,417,441
5363,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5364,3,0,8,9,0,2,1,1,0.68,0.6364,0.61,0.2836,27,171,198
5364,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5365,3,0,8,10,0,2,1,1,0.7,0.6515,0.58,0.3881,28,83,111
5365,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5366,3,0,8,11,0,2,1,1,0.74,0.6667,0.51,0.2239,40,110,150
5366,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5367,3,0,8,12,0,2,1,1,0.76,0.6818,0.48,0.3284,42,120,162
5367,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5368,3,0,8,13,0,2,1,1,0.76,0.6818,0.48,0.2985,45,147,192
5368,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5369,3,0,8,14,0,2,1,1,0.76,0.6818,0.45,0.4179,65,117,182
5369,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5370,3,0,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,36,123,159
5370,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5371,3,0,8,16,0,2,1,1,0.8,0.7121,0.41,0.2239,55,248,303
5371,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5372,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,525,600
5372,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5373,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,516,570
5373,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5374,3,0,8,19,0,2,1,1,0.74,0.6667,0.48,0.194,56,320,376
5374,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5375,3,0,8,20,0,2,1,1,0.74,0.6667,0.51,0.0,48,232,280
5375,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5376,3,0,8,21,0,2,1,1,0.72,0.6667,0.54,0.0,38,177,215
5376,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5377,3,0,8,22,0,2,1,1,0.7,0.6515,0.61,0.0,31,121,152
5377,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,5378,3,0,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,20,57,77
5378,229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,5379,3,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,16,24
5379,229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,5380,3,0,8,1,0,3,1,1,0.64,0.6061,0.73,0.1642,2,12,14
5380,229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,5381,3,0,8,2,0,3,1,1,0.66,0.6212,0.69,0.0,0,6,6
5381,229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,5382,3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0.0,1,4,5
5382,229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,5383,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0.0,0,5,5
5383,229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,5384,3,0,8,5,0,3,1,1,0.64,0.6061,0.73,0.0,0,28,28
5384,229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,5385,3,0,8,6,0,3,1,1,0.62,0.5909,0.78,0.0,4,101,105
